"id","ipfs","author","created","network","type","title","body","start","end","state","votes","choices","scores_state","scores","space_id"
"QmcpJ8Qm9V4LfK5ncpPvGpCEkzt2uV9jahueX2CR9YLGVv","QmcpJ8Qm9V4LfK5ncpPvGpCEkzt2uV9jahueX2CR9YLGVv","0xF569914d4E46cBD6A91fDE6c8850a079604A271b",1631913923,"1","single-choice","Should we deploy Uniswap V3 on AVAX?","There are already a bunch of V2 forks on AVAX with which the apes over there are making due.

But I, for one, would like to provide some concentrated liquidity over there.

Who thinks we should bring V3 to AVAX?",1631869200,1632128400,"closed",228,"Yes, Bring V3 to AVAX;No, V3 Should Stay on ETH & L2s","final","10029.3265045406;1","uniswap"
"QmRKyYeGRFAhBnsqRXHVVwpmmVWxWdybUTVqLM7c52EonT","QmRKyYeGRFAhBnsqRXHVVwpmmVWxWdybUTVqLM7c52EonT","0x7f416e7a586d45ed2A4e77877E1d253f48105491",1634565555,"1","single-choice","Should the DEF move its assets to a custodial wallet viewable on chain?","The DeFi Education Fund (DEF) proposes to move the organization's assets to a custodial wallet viewable on chain. Here is the governance forum thread debating this idea: https://gov.uniswap.org/t/moving-defs-assets-to-an-on-chain-custodial-wallet-to-bolster-security/14328

This is the right move for the organization for several reasons:
1. The governance proposal that funded the DEF envisioned the implementation of a security-enhancing product like Tally's Safeguard onto the multisig, but it's not ready for implementation. Safeguard would give UNI governance the ability to (i) stop any multisig transaction from taking place, and (ii) request funds sitting in the multisig to be sent back to the Community Treasury. These features would significantly enhance the security of the multisig against unauthorized/coerced/ etc. transactions.
2. Moving to a custodial wallet likely will present fewer risks to the fund's assets than relying on a four of seven multisig controlled by the committee's publicly-identified committee members, each being effectively 1/4 of a $22M bearer asset.
3. The DEF would only onboard with a custodian that would support an individual wallet for the DEF's assets, meaning it would offer the same level of transparency as a multisig. 

Other details: 
1. Custodian criteria: Security, transparency, and cost. How the custodial wallet would be visible on chain is probably the factor with the most variance across custodians. For example, some use omnibus wallets for multiple clients’ assets, some create a new wallet every time a transaction is completed, etc. A dedicated wallet would be an absolute must in order for the DEF’s funds to be viewable/verifiable on chain, and ideally the wallet wouldn’t change every time there was a transaction in and out of the wallet because that would make viewing/verifying the assets a hassle for the community. When moving assets to the centralized custodian, the DEF would incur a fee based on the dollar value of the assets, which is typically in the range of 25-50 basis points per year. If the DEF moves forward with this proposal, the hope is to work with a custodian sympathetic to the organization's mission who could offer the DEF a ""deal"" on cost. 
2. The DEF would directly on-board with a custodian, and the DEF would continue to pre-announce and explain withdrawals from the custodial wallet on its blog. The DEF would only use a custodian that wouldn’t move any of the assets unless four of the seven committee members validate a transaction to vindicate the four of seven requirement of the current multisig. In other words, only consensus among four of the seven committee members would have the power to validate an outgoing transaction.
3. There has been no security issue to date motivating this proposal.
4. The DEF initiated this snapshot but will not vote on it. 

Thanks all",1634565600,1634738400,"closed",252,"Yes, should move;No, should not move","final","2166.80361324518;2723933.81822192","uniswap"
"QmP3H8WGLiWTP2WumKyrq8yA1xz1XbwkT8brdGYePuAcES","QmP3H8WGLiWTP2WumKyrq8yA1xz1XbwkT8brdGYePuAcES","0x9B68c14e936104e9a7a24c712BEecdc220002984",1635117840,"1","single-choice","Consensus Check - Add 1 Basis Point Fee Tier","# Consensus Check - Add 1 Basis Point Fee Tier 

## TLDR:
Uniswap should add a 1bps fee tier with 1 tick spacing. This change is straightforward from a technical perspective and would help Uniswap compete in stablecoin <> stablecoin pairs, where the majority of the market share is taken by Curve and DODO.

[Forum post](https://gov.uniswap.org/t/consensus-check-add-1-basis-point-fee-tier/14612?u=getty)

(the post exceeds Snapshot's 4800 character limit)
",1635116400,1635548400,"closed",389,"Add 1bps fee tier (1 tick);No change","final","16362714.5595008;6.30421814764606","uniswap"
"0x9238864aae86f3f7430670dab6c2b4afd793ddcdabe8e2dffe0964d41a3919aa","Qmf9EmwMavbUvMatTQV9XzSrepttypRiw7Qn3Zu3HuaGiz","0x79C4213a328E3B4F1D87b4953C14759399dB25E2",1636379292,"1","single-choice","Temperature Check - Should Uniswap incentivize Liquidity on Optimism and Arbitrum?","Uniswap governance should start incentivizing liquidity on its Arbitrum and Optimism deployments to kickstart adoption of Ethereum Layer-2 and prove that its decision to bet on Optimistic Rollups was the right one.

Read more: https://gov.uniswap.org/t/temperature-check-should-uniswap-incentivize-liquidity-on-optimism-and-arbitrum/14804",1636390800,1636538400,"closed",232,"Yes;No ","final","23230.9953073593;211247.154749133","uniswap"
"0xe377d2b8e245404c42a6892be4232e017bf44b7fcc2e72426aa95ea5a4e01783","QmPNXkT5w9iPjzRRxFo1nxgD8jcBn4ooSdKFEk4N7jfXB2","0x79C4213a328E3B4F1D87b4953C14759399dB25E2",1637053252,"1","single-choice","Temperature Check - Should Uniswap incentivize liquidity on Arbitrum and Optimism?","Uniswap governance should start incentivizing liquidity on its Arbitrum and Optimism deployments to kickstart adoption of Ethereum Layer-2 and prove that its decision to bet on Optimistic Rollups was the right one.

I am re-submitting this proposal as it was ambushed last minute by a *single* no-voter despite overwhelming enthusiasm in the community. Several large delegates reached out after the vote voicing support for a re-submission.

Read more: https://gov.uniswap.org/t/temperature-check-should-uniswap-incentivize-liquidity-on-optimism-and-arbitrum/14804",1637053500,1637316000,"closed",300,"Yes;No","final","14534706.0922561;228604.709411943","uniswap"
"0x47a6eed75673f33e8eb5d7abbfc0279d8c113ec7fa51f8b61c1abcd66dc091c6","Qmbkg66DLfeFvmmUrL7eiS7b2M756nVBdCd9wYB392Jvuo","0xAc61FfD736EdF06D0E2CDFac99d22a189d9ad620",1637611508,"1","single-choice","Should Uniswap v3 be deployed to Polygon?","Dear Uniswap community,

The Polygon team submitted a proposal to deploy Uniswap V3 to Polygon PoS chain: https://gov.uniswap.org/t/deploy-uniswap-v3-to-polygon-pos-chain/15058

We firmly believe this is the right moment for this deployment to happen, for reasons explained in the proposal. We are willing to actively support Uniswap on Polygon (financially and otherwise) and we are convinced it would be a huge success!

Let's make this happen!

",1637575200,1637834400,"closed",300,"Yes;No","final","7788589.57036826;101","uniswap"
"0xfb9841f0cd2111b078ffbcc9efe5a0d552907ee290b0851c8d69350b26530ed0","Qmdep374PdWoN6ozWvnoxxV82fj47wwsuRVdWsnmKPkCU6","0x954933147Bf9e6a919C8822aE36D98868026606f",1637909627,"1","single-choice","Is uniswap supported to accelerate layer2?","As we all know, the gas price has been very high, which has seriously affected people's trading frequency,

Is uniswap supported to accelerate layer2?",1637971200,1639612800,"closed",467,"support;veto","final","2511597.59152126;212094.645353035","uniswap"
"0xe869bc63ed483f00c520129724934a206b433dec613a498100e25f9f10fbeac7","QmdYse244UeC4NmS4UReZ1R3hcHsWrXNENWbBaPrjKs8K7","0xAc61FfD736EdF06D0E2CDFac99d22a189d9ad620",1638148281,"1","single-choice","Consensus Check - Should Uniswap v3 be deployed to Polygon?","Dear Uniswap community,

Roughly a week ago, we (the Polygon team) submitted an official proposal to deploy Uniswap v3 to Polygon PoS: https://gov.uniswap.org/t/deploy-uniswap-v3-to-polygon-pos-chain/15058.

Temperature Check, the first phase of the governance process, went exceptionally well; 7.79M UNI (~100%) voted yes, orders of magnitude more than the required 25k UNI quorum!

We are now initiating Consensus Check, the second (out of three) phase of the governance process: https://gov.uniswap.org/t/consensus-check-deploy-uniswap-v3-to-polygon-pos-chain/15262

We kindly ask for your support. Let's make this happen!



",1638144000,1638489600,"closed",379,"Yes;No","final","44033742.1611962;501031.939852184","uniswap"
"0xc1aec11c9ac5698920072a5de807284a56becbadfb7bef68b2618ad00e61547c","QmeGvcbnLJmfVWbigS9x9BJS4BBpJ7WQY7gr2oR7BPtUG7","0x79C4213a328E3B4F1D87b4953C14759399dB25E2",1638281051,"1","single-choice","Consensus check - Should Uniswap incentivize liquidity on Optimism and Arbitrum? ","Dear Uniswap community,

Two weeks ago I submitted a proposal for Uniswap to incentivize liquidity on L2's to make its deployment on L2's a success and help kickstart L2 adoption.

I am hereby re-submitting the proposal after it passed the temperature check. This proposal includes many details on how to execute the liquidity mining program.

Forum post: https://gov.uniswap.org/t/consensus-check-should-uniswap-incentivize-liquidity-on-optimism-and-arbitrum/15288",1638282600,1638536400,"closed",275,"Yes;No","final","19711622.2004895;215036.990551423","uniswap"
"0x1994d4598b81dbb511bc7068f65a12fdf0ddbf2b26f5b7313e087750c5f9c0b7","QmRZGDs6BuYT52VJFLeCki68tF1ziYbYHwvcRsdGk8wMev","0x9997d7120862CEda99aB4a1c43698e0941F87b20",1639545491,"1","single-choice","Temperature Check—Support izumi Finance as Uniswap V3 official partner of Liquidity Mining Platform","1. izumi Finance offered ""Programmable Liquidity as a Service"" on Uniswap V3, which has much higher capital efficiency than the traditional Liquidity Mining program. 
2. Uniswap Labs could partner with izumi Finance to cost-free provide Liquidity Mining program supports for any trading pair on Uniswap V3.

For More info, you could check Uniswap Governance Forum.
",1639540800,1640059200,"closed",253,"YES;NO","final","10167.8568802223;3012840.20502103","uniswap"
"0x4f42b3215c4028edd947dc69980a9b8ba837ffbe3d0caa60d999406d634c8e79","QmSEdtqTkhWXQvSUxujMT3tBYdrP4MxrnL19WfXaH6epf4","0xFD4295c1A0b07e6b706f0Ab83dC9eB461b7f17B3",1642531258,"1","single-choice","Temperature Check - Should Uniswap Provide Voltz with v3 Additional Use Grant?","Dear Uniswap Community,

The Voltz Labs team recently submitted a proposal to request for an “Additional Use Grant” from Uniswap governance. This would allow Voltz to use aspects of the Uniswap v3 code that is subject to the “Business Source License”.

Voltz is a new DeFi primitive, bringing interest rate swaps to DeFi in a manner that is up to 3000x more capital efficient than alternative models. Voltz, therefore, is not a competitor to Uniswap but instead is complementary; interest rate swaps are a core pillar of well-functioning financial systems - so as Voltz grows it should help DeFi grow, which in turn should have second order benefits to Uniswap.

That said, the Voltz Labs team recognise the significant R&D that went into v3 and as a result are offering Uniswap governance 1% of Voltz future tokens alongside a number of additional non-financial benefits. The full proposal, and discussion, can be found here: https://gov.uniswap.org/t/should-uniswap-provide-voltz-with-v3-additional-use-grant/15669?u=simonj

Following positive feedback, including the discussion with the Voltz Labs founders on the Uniswap discord community call last week, we are now initiating the Temperate Check with the Uniswap community.

We’re excited to see how the community votes. And excited about the opportunity to make this happen and set a precedent for DeFi!
",1642582800,1642842000,"closed",354,"Yes;No","final","235389.288386826;423.957826968242","uniswap"
"0xbfeb7f3c4a3f1d4979b59129f9a78ee217183b0656a480612d261233fb3f8c62","QmNXLjasGfYhFP4QqY6WUgpUZmmpCAGxZQpPf8LP9LVnnU","0xFD4295c1A0b07e6b706f0Ab83dC9eB461b7f17B3",1644175124,"1","single-choice","Consensus Check -  Should Uniswap Provide Voltz with v3 Additional Use Grant","Dear Uniswap Community,

A few weeks ago, Voltz submitted a proposal to request for an “Additional Use Grant” from the Uniswap Community. This would allow Voltz to use aspects of the v3 code that is subject to a “Business Source License”. Voltz recognises the significant R&D that went into v3 and as a result is offering Uniswap Governance 1% of Voltz future tokens, alongside a number of non-financial benefits. The full proposal is available here https://gov.uniswap.org/t/should-uniswap-provide-voltz-with-v3-additional-use-grant/15669?u=simonj

We were delighted and humbled by the response from the Uniswap Community to our Temperature Check vote, with >99% voting in favour of our proposal! The Temperature Check also met the 25k UNI Yes threshold required to pass.  https://snapshot.org/#/uniswap/proposal/0x4f42b3215c4028edd947dc69980a9b8ba837ffbe3d0caa60d999406d634c8e79 

We are now kicking off the Consensus Check - the 2nd of 3 votes, which requires 50k UNI Yes votes to pass - with the community. https://gov.uniswap.org/t/consensus-check-should-uniswap-provide-voltz-with-v3-additional-use-grant/16012?u=simonj

We’re excited to see how the community votes! And we’re excited to make this happen and set a precedent for DeFi! 


**Voltz TL;DR**

Voltz is a new DeFi primitive, bringing interest rate swaps to DeFi in a manner that is up to 3000x more capital efficient than alternative models. Voltz, therefore, is not a competitor to Uniswap but instead is complementary; interest rate swaps are a core pillar of well-functioning financial systems - so as Voltz grows it should help DeFi grow, which in turn should have second order benefits to Uniswap.
",1644224400,1644656400,"closed",362,"Yes;No","final","3284888.29998317;403","uniswap"
"0xe3d59b3439ac0519b02ff39606e0ad571cc9fa7a05b334b6f87df09b2c883879","QmX9hHcA5HwZiVcGg4qNdWetDAe8FrtJaDYuTL718xbexi","0x98e3623bCa45BF01D58E833811882777C8C015F8",1644420883,"1","single-choice","Temperature Check - Deploy Uniswap V3 on Harmony through an Additional Use Grant to Hermes DeFi","Dear Uniswap community,

Since our initial proposal submission 9 days ago to bring Uniswap V3 technology to Harmony, we have seen an extremely positive response from both the Harmony and Uniswap communities. We have integrated community feedback and compiled a revised proposal and have posted it on the Uniswap governance forum: https://gov.uniswap.org/t/temperature-check-deploy-uniswap-v3-on-harmony-through-an-additional-use-grant-to-hermes-defi/16128

In summary, Hermes DeFi is requesting an Additional Use grant from Uniswap to deploy Uniswap V3 based smart contracts to power a new AMM/DEX on the Harmony blockchain.

In exchange for this permission, the Uniswap DAO will receive:
1. A 10% allocation of HERMES tokens
2. 25% of platform trading fees, returned as IRIS (decreasing 5% each year for the next 5 years)
3. 50% of platform trading fees for the IRIS/1UNI pair, which will have a dedicated farm for the foreseeable future.
4. 2% of IRIS supply (governance token of Hermes).
5. Lending and borrowing support for 1UNI upon the launch of our lending market.
6. The ability to bond 1UNI to earn HERMES as a mechanism of protocol-owned liquidity.
",1644421200,1644853200,"closed",275,"Yes, grant the license.;No, do not grant the license.","final","8370.85343794699;1742.82849420969","uniswap"
"0x68ed38529f4d81957cf30a3c441b93d321dcf14273c2e2f3aa32617bd1ac65fe","QmejaF8Vq6HP6chJG2nP9xwa9m2s1nmqcsSkmgokSd43BN","0xA7F63376169ccC087EB1160E62ceCcB146C1d555",1644488753,"1","ranked-choice","How should Uniswap community support ""Adopt unicorn on unicode"" proposal","Following the discussion the Uniswap community had during the community call 20 we came to conclusion that community likes this idea.

However the technicalities of the execution itself are something to be discussed. If you check the unicode adoption website adopting a character can only be done via credit card. This means funds we raise need to be converted to FIAT and only then a payment can be made.

Approaches we discussed are:

1) Someone we trust in the community creates an address and everyone in the community can donate to that address. That person will then make a donation using credit card and they will be reimbursed with crypto assets we raise.

2) Several members create a multisig and process is pretty much the same as 1)

3) We utilize a PartyDAO (https://www.partybid.app/)  where either individual or several members put up an NFT for sale. If we reach a target and NFT is sold that funds can then be used in similar way as 1) and 2)

4) Trusted member of the community makes a grant proposal to the UGP (https://www.unigrants.org/)

During the community call it was agreed that BOR4 (myself) will make this vote on snapshot.

PS if you don't have UNI delegated to you but you are still interested in participating you can also leave a comment on gov forum and we will take this feedback also in the account. ",1644490800,1645095600,"closed",177,"individual creates an address;committee with a multisig;individual sells NFT on partybid;committee sells NFT on partybid;submission to the UGP","final","13811.7662280105;8028.52545476007;3;1;58.0397002820882","uniswap"
"Qmcs5pAv7eGBzqGn1G8LJGusME3t7bTCSfZjdyWmw88LaM","Qmcs5pAv7eGBzqGn1G8LJGusME3t7bTCSfZjdyWmw88LaM","0x6c34cFEA4870289198608460Be23B82fB71144aa",1644725173,"1","single-choice","Funding the Fee Switch Activation","Should the UNI governance allocate 0.3 – 1 M UNI to fund an organization to oversee and manage the application of the fee switch mechanism on Uniswap V3 and V2 protocols?
",1644775200,1645466400,"closed",335,"Yes;No","final","13350.1390169964;6409561.71416442","uniswap"
"0x85a309c742abb3daf8e2d73a6c940c5315b3bf42ab8a8b22340d6e91cb3e8bde","QmPb7uSWtg5edFCbWJJcE3xv41FwF3soQqAGQeZ22vCK3u","0x8c64C3D24c4Df13B451D5BC9292b75E5dbA2e02A",1646222042,"1","single-choice","Should Uniswap governance contribute funding to the Nomic Foundation?","## **Summary**

- Nomic Labs, the team behind Hardhat, has become the Nomic Foundation, a non-profit organization dedicated to Ethereum. Our mission is to empower developers to decentralize the world.
- The Nomic Foundation's work will be focused on Ethereum's developer platform with the objective of achieving a world-class developer experience, and generally improving Ethereum's public goods support structures.
- [Hardhat](https://hardhat.org/) is the de facto standard developer tool used to build Ethereum software, with more than 23000 Github repositories using it and tens of thousands of active users. Prominent teams relying on it include ENS, Uniswap, Optimism, OpenZeppelin, Aave, Balancer, Chainlink, Synthetix, and many more leading teams.
- The new foundation will expand the Hardhat suite of tools and, most importantly, build long-term infrastructure to catalyze organic growth in the Ethereum tooling ecosystem, decreasing Ethereum's dependence on any one organization to build and maintain core development platform components.
- Seeking $30m in total funding from the ecosystem. Donations of $15M already secured by the Ethereum Foundation, Vitalik Buterin, Coinbase, a16z, The Graph, Polygon, Chainlink, a16z, and Kaszek Ventures.
- **We're proposing to Uniswap Governance to make a contribution of $5m to the Nomic Foundation to support its mission.**

## **Ethereum developer experience**

When it comes to Ethereum, which is primarily a software development platform to build decentralized systems, developer experience is a key strategic aspect for success. Ecosystem growth requires more developers to build more software on top of Ethereum. Developer adoption and learning speed, core contributors to this growth, are critically affected by developer experience.

The rate at which the ecosystem innovates, coming up with new creations and solving difficult problems, both at the dapp layer and EVM/Solidity/Vyper layer, is also directly affected by developer productivity.

Software development platforms aren't new, and playbooks established by the great developer experience success stories (Rust, .Net, TypeScript, etc) prove that achieving a quality developer experience requires a specialized approach paired with a long-term, big-picture strategy. The potential impact in executing a dedicated effort for Ethereum would increase the ecosystem’s pace of innovation and growth, building a powerful compounding effect over the long term for the entire industry.

The inspiration for our vision came from our experience building Hardhat, which allowed us to see how deeply challenging it is to build sophisticated Ethereum tooling. **These challenges must be alleviated to bring about organic ecosystem-led improvement of developer experience that achieves world-class quality.**

## **Nomic Foundation**

Nomic Labs has been fully dedicated to Ethereum developer experience since 2019, and we're [now pivoting](https://medium.com/nomic-labs-blog/introducing-the-nomic-foundation-an-ethereum-public-goods-organization-31012af67df9) to a non-profit foundation formally dedicated to Ethereum. We're aiming to build a long-lasting organization that makes Ethereum's public goods support structures stronger by contributing to the Ethereum Foundation's existing efforts, and reducing the ecosystem's reliance on any one organization for development platform components.

### **Roadmap**

Given the size and innovation pace of the ecosystem, there's no way to foresee exactly what needs developers are going to have as things scale. However, we do know what engineering foundations the ecosystem will need in order to build its own solutions.

Our overarching engineering strategy is to empower the ecosystem to build its own specialized tools. This plan is based on four strategic pillars of the stack, each of which offers an opportunity to leverage a platform to empower the ecosystem to keep building open-source infrastructure.

For each of these pillars, we will build a platform. The four ecosystem pillars and platform opportunities we've identified are:

1. Solidity
2. EVM tooling
3. Local development environment
4. Ethereum connector library

## **The projects**

### **Slang & Rethnet**

Over the long term, these are our most important projects. Targeting the Solidity and EVM tooling pillars, Slang and Rethnet will serve as core infrastructure for the ecosystem to build new tools faster, cheaper, and better. We're essentially building the tools that would have let us build Hardhat a lot faster. We previously published a [Medium post](https://medium.com/nomic-labs-blog/slang-rethnet-2ad465fd7880) with high-level descriptions of how both projects will complement each other.

**Slang**

A Solidity compiler designed as a platform for tooling development, an approach also known as compiler as a service. Its top priority will be servicing tools through domain-specific APIs. Much like .Net's Roslyn, it will feature a compilation pipeline made of distinct reusable components with standalone APIs. A completely modular design guarantees that others can build on top of it by replacing the part of functionality they need to, and reusing everything else:

1. Parser that is only concerned with producing trees from code. Usable on its own, for example, to create third-party formatters like Prettier plugins.
2. Semantic analysis (binding) is concerned only with building a type system and validating the produced trees. Usable on its own, to implement third-party type checking, security/threat models, and more advanced third-party linting.
3. Code generation. By replacing just this isolated part, the compiler can compile for different targets (e.g. non-EVM L2s).
4. Language services. These will receive an immutable representation of the above (syntax trees, bound trees, codegen settings), and will only be tasked with answering questions. Usable on its own to expose in different IDEs (same service for VSCode, IntelliJ, Vim, etc). Reusable to extend the functionality of other editor features (task runners, testing, deployment, CI, debugging).
5. Runtime observation APIs to support Rethnet.

All of this will be reusable to create entirely new EVM programming languages, since by replacing the parser and type system, one can get an entire high-quality toolchain working from the get-go.

**Rethnet**

To provide a simulated environment where developers can build and test their Ethereum software, tools need to replicate many of the components that make up a full Ethereum node implementation. This is a significant engineering effort, which given the complexity of Ethereum, represents a barrier to entry to tooling development given the depth of knowledge that is required.

Rethnet aims to make this easier by offering a native, flexible, extensible, fast, and language-agnostic EVM local development network, distributed as a Rust library, that is designed to be the underlying core in tools that provide debugging information to developers (like Hardhat, Foundry, Remix, Truffle, DappTools, etc). It will be a Rust library made to be consumed from other languages like TypeScript, Go, Python, etc as a native dependency. It will implement the baseline of essential functionality every tool should have like Solidity console.log, stack traces, and descriptive error messages, as well as implement code coverage, gas profiling, and a step debugger. At its core, it's an implementation of an Ethereum node with a layer of EVM runtime observation to provide development features.

Building a new Hardhat, Truffle, Remix, or DappTools using Rethnet will be a much more manageable project, and Rethnet will be completely reusable for any EVM language through adapters.

### **Hardhat**

Our flagship project targets the local development environment pillar, and it's currently at an advanced level of progress and adoption. While Slang and Rethnet mature and catalyze organic growth in the tooling space, developers still have needs to be met, positioning Hardhat as our immediate-term solution to empower developers to keep decentralizing the world.

Hardhat is an Ethereum development environment that developers use to compile, deploy, test, and debug Ethereum software. Most importantly, it's highly flexible, extensible, and designed to empower the community to build their own solutions. This strategy has been successful, and there's already [a valuable ecosystem of reusable plugins](https://hardhat.org/plugins/).

Hardhat's roadmap is focused on becoming an extensible development environment with deep integrations across components in key areas of the tooling stack:

- [Hardhat VSCode](https://medium.com/nomic-labs-blog/hardhat-vscode-9de29467fc26) — programming editor
- [Hardhat Ignition](https://medium.com/nomic-labs-blog/hardhat-ignition-5a34a4e3d2de) — contract deployment
- [Hardhat Network](https://hardhat.org/hardhat-network/) — local development network
- [Hardhat Runner](https://hardhat.org/getting-started/#overview) — build/testing workflow

This roadmap leads to developers being well equipped to build powerful extensions to their workflow that increase their productivity according to their exact needs, and to then share them with the ecosystem in the form of plugins.

Hardhat will also eventually migrate to using Rethnet and Slang, increasing its feature richness, speed, and stability while enabling dogfooding at scale for our brand new building blocks.

### **Web3.js as a frontend platform**

The OG Ethereum connector library, Web3.js, is being revitalized into a high-value project. By focusing on community and ecosystem growth, supported by an extensible architecture, it can become a great source of value, much like React represents in the front-end world, but for dapps. A website hub connecting community spaces, support spaces, educational resources, extensions, and related projects, combined with an active ecodev effort (workshops, talks, contests, and incentives), will create a source of leverage for the ecosystem. This will provide better troubleshooting, faster developer training, more reusable code, and, most importantly, the possibility of extending the library. This effort is currently spearheaded by the ChainSafe team.

## **Funding**

The Nomic Foundation aims to benefit the entire Ethereum ecosystem, which is why we’re fundraising across multiple organizations and individuals within it.

The Ethereum Foundation is leading this round of contributions with $8M, alongside contributions from Vitalik Buterin, Coinbase, Consensys, The Graph, Polygon, Chainlink, Gnosis, a16z, a_capital, and Kaszek Ventures. These donors make up $15M, and we're aiming to raise $15M more.

## **Why Uniswap?**

Generally, we think that allocating capital to the Nomic Foundation makes strategic sense for any protocol treasury that is aligned long term with the growth of Ethereum, and we've approached and will continue approaching several protocols.

Currently, Uniswap [is built using Hardhat](https://github.com/Uniswap/v3-core/blob/main/hardhat.config.ts). While this is a signal of Hardhat’s value, the projects that the Nomic Foundation will deliver will create more value not just for Uniswap, but for the entire ecosystem. We’ll provide services to the Ethereum community that will:

1. Continue the maintenance of critical infrastructure used to build most protocols (Hardhat).
2. Increase developer productivity for every team in the ecosystem.
3. Accelerate developer onboarding to Ethereum, increasing the size of the experienced engineering hiring pool and making time-to-productivity shorter for new hires.
4. Accelerate the pace of innovation and the number of products being built.
5. Increase market volume driven by new users and new products.

We believe this grows the market for everyone, including Uniswap, and we’d love to have the **Uniswap DAO contribute $5m in funding to this community effort**.",1646221925,1646395200,"closed",851,"Yes;No","final","2507535.8792661;23.7","uniswap"
